     9.627     0.276   15.7817
    10.700     0.132   13.4964
     9.531     1.612    3.3057
     9.502     1.674    2.8787
     9.583     0.023   16.2096
     8.974     0.010   10.5289
     9.820    -1.702    2.9165
    11.370    -0.709    4.9261
    10.225    -0.396   15.4686
     8.153    -2.101    0.2175
     9.402     1.174    6.4705
     9.374     0.747   10.4434
     9.842     0.970    9.8967
    11.053     1.595    2.1420
     8.874    -0.579    7.6741
     9.736    -0.135   16.8338
    11.966    -0.212    2.3998
    10.564     0.410   13.4803
     8.380    -0.200    4.7105
    12.030     0.904    1.3319
    11.073     0.420    8.7748
    10.328    -2.198    0.8522
    11.713     2.723    0.0441
    10.501    -0.201   14.9983
    11.135     0.974    5.1409
     9.030     1.061    5.6652
    11.136    -0.351    8.3807
    11.764     0.528    3.0660
     8.369     0.991    2.6347
    11.020     0.310    9.7466
    11.543     0.331    4.9031
    11.757     1.180    1.5829
    10.104    -0.258   16.7234
     9.451     1.053    7.8349
     8.880    -1.315    3.2800
     9.863     1.853    2.1917
     9.368     0.791    9.9991
     9.709    -0.834   10.9811
    10.896     0.486   10.1115
     9.189     1.857    1.5926
     9.811    -1.214    6.9672
    10.449    -0.540   13.1573
     8.967     0.882    6.5657
    10.206     0.476   15.0184
    11.284     1.154    3.3933
    10.494    -0.333   14.3926
     8.439     0.555    4.4254
    11.572     0.621    3.9684
     9.897    -1.016    9.2392
    10.414     0.163   15.8089
    11.373     0.222    6.5247
    12.103     0.639    1.4625
     9.162    -1.522    3.0045
    10.301     0.365   15.4792
     9.181    -1.975    1.1551
     9.290    -0.559   11.3458
     9.946    -1.343    5.7711
     9.856     0.919   10.5126
    11.379    -0.080    6.6286
    10.626    -1.516    3.4763
    10.718    -0.886    8.2650
     8.932    -0.539    8.4037
     9.053     0.496    9.8360
    10.962    -0.590    8.7817
    10.662    -0.523   11.7729
     9.715     0.007   16.9506
    10.059     0.354   16.3056
     9.056     0.612    9.1254
    10.463    -0.706   11.5048
    10.419    -1.073    7.8483
     9.840    -0.117   17.2340
    10.245     0.506   14.6158
    10.091     0.012   17.4877
     9.395     1.559    3.4060
     9.978    -0.449   15.4792
    10.648    -0.836    9.1420
     8.995     0.134   10.6494
    10.524     0.472   13.3447
     9.666     0.467   14.6909
    11.237     0.133    7.9565
     8.573    -0.782    4.4267
    10.474     0.827   10.3651
     9.240     1.388    4.1643
     9.345     0.758   10.1559
    11.837     0.641    2.4806
    10.285    -0.419   15.0441
    10.373     1.946    1.6519
    10.305    -0.332   15.5769
    10.197     0.696   12.8825
     8.932    -1.229    3.9696
     8.544     0.023    6.2121
     9.972    -1.244    6.7623
    10.684     0.911    8.3825
     8.293     0.208    4.0904
    10.923    -0.417   10.1513
    10.008     0.323   16.5495
     8.895    -0.471    8.4258
     9.314     0.062   14.0037
    10.285    -0.023   16.8054
    12.069     0.049    2.0005
     9.667    -1.093    7.9777
     9.052     0.116   11.2795
     9.661     0.512   14.2831
    10.109     2.064    1.3258
    10.014    -1.309    6.1014
     8.586     0.455    5.8390
     9.262     0.437   12.0883
    12.077    -0.328    1.8396
    10.441    -0.887    9.7227
    10.490     0.216   15.0835
    10.718    -0.441   11.8931
    10.432     0.810   10.7547
     9.547    -0.058   15.9253
     9.864     2.137    1.1010
     9.841    -2.471    0.4106
    11.116     0.355    8.6279
     8.287     0.633    3.2656
     9.390     1.044    7.6554
    10.483    -0.136   15.3476
    10.187     0.867   10.9875
     9.906    -1.147    7.7701
     8.506     1.209    2.4387
    11.231    -0.029    8.0923
    10.120     1.309    6.2083
     9.877    -1.336    5.8120
    11.871     1.388    0.9301
    10.450     0.967    9.0136
     9.741     0.232   16.5539
    10.797    -0.231   12.2144
     9.428     0.873    9.5316
    10.713    -0.632   10.5106
    10.228    -0.053   17.0384
    10.687    -0.497   11.7706
    10.092     1.489    4.5867
    10.862     0.469   10.5227
     8.486    -0.599    4.5580
    10.247    -0.245   16.3418
     9.396     1.098    7.1634
     9.905     0.237   16.9753
     9.440    -2.110    0.9824
     9.611    -1.679    2.8891
     8.765    -0.568    6.8125
    10.665     1.411    4.2054
    11.163     0.387    8.0498
    10.978     0.633    8.4716
     7.979    -0.434    2.0771
    10.394     1.229    6.5154
     8.892    -0.081    9.6148
     9.566    -0.534   13.4585
     8.431     0.822    3.5014
    11.379     0.159    6.5640
    12.578    -0.867    0.3823
     8.804    -0.028    8.7294
     9.839    -0.251   16.6966
     9.850     0.456   15.4123
    11.025    -0.119   10.1425
     9.193    -0.641    9.9322
     9.732    -0.187   16.6375
    10.063     0.107   17.4267
    10.268    -0.306   15.9105
    11.202     1.393    2.6068
    10.154    -0.437   15.3678
    11.516    -0.246    5.2380
    11.410     0.141    6.3011
    11.489    -0.049    5.6691
    10.512    -0.703   11.2453
     9.832    -0.448   15.3058
     9.866    -1.118    8.0602
    11.650     1.261    1.6887
     8.757     0.430    7.4114
    11.880     1.104    1.4041
    11.972    -0.690    1.8155
    10.614     0.245   13.9454
     8.461     1.803    0.7696
    10.796    -0.650    9.7265
    12.449     1.218    0.3459
    10.363     0.871   10.3995
    10.254    -1.256    6.3986
     8.808    -0.175    8.6060
     9.923    -0.617   13.8337
    10.068     0.152   17.3052
    11.136    -0.591    7.2887
     9.999     1.431    5.1120
     9.328     1.227    5.7221
     8.590     0.436    5.9266
     9.746    -0.024   17.0736
     8.837    -1.076    4.4321
     8.987    -0.021   10.6604
     7.737     0.434    1.2529
     8.934    -0.380    9.2163
    11.030    -0.531    8.5309
     8.289     1.332    1.4292
     8.704     1.513    1.9403
    11.323     0.273    6.8901
     8.880    -1.008    5.0792
    11.866    -2.074    0.2134
     8.860    -0.628    7.2810
    10.306     0.008   16.7070
     9.008     0.257   10.4966
    10.489     0.979    8.7203
     9.926    -0.185   17.1591
    10.689    -0.784    9.3629
     8.941    -0.293    9.6345
     9.830     0.085   17.3095
    10.095     0.908   10.6691
     9.924     1.592    3.8037
     9.837     1.313    6.1529
     9.095     1.001    6.4777
    10.344     0.170   16.2296
     7.662    -1.236    0.4587
     9.723    -0.675   12.7819
    10.215     0.906   10.4749
    10.185     0.267   16.5493
     8.866    -1.073    4.5982
     9.378    -1.906    1.5644
     9.937     0.614   14.0441
     9.867     0.503   15.0346
    10.846     0.707    9.0150
    10.728    -0.578   10.8223
    10.281    -1.257    6.3410
     8.798     1.356    2.8669
     9.971     0.225   17.0826
     9.441    -0.088   15.0709
    10.700     1.452    3.8201
     7.993    -0.706    1.7647
    11.209     0.470    7.3049
    10.776     0.926    7.6969
     9.896     1.144    7.9711
     8.461     1.103    2.6439
    10.547     0.587   12.2415
    12.870     0.535    0.2311
    11.244    -0.124    7.8841
    10.518     2.173    0.8747
     9.345    -1.308    4.9781
    10.562    -1.013    7.8933
     9.461    -0.794   10.3459
     8.662    -0.760    5.1055
    11.248     0.873    5.0228
     9.997     1.022    9.3894
    10.475    -0.447   13.7494
    10.373     0.180   16.0259
     9.045    -0.221   10.9326
     8.572     0.161    6.3712
     9.697    -0.755   11.8301
    10.603    -0.178   14.2282
     9.915     0.912   10.6546
     9.054    -0.649    8.7481
    10.980    -1.913    1.1314
    10.093    -1.049    8.8523
    12.219     0.172    1.4259
     9.300    -0.589   11.1810
    11.403     0.047    6.4296
    10.004    -0.039   17.5581
     7.492    -0.751    0.5496
    10.861     0.833    7.9156
    10.392     1.112    7.7037
     9.537     0.679   12.0839
    10.301    -1.232    6.5560
     8.273     0.101    4.0298
     9.952    -1.515    4.2748
    11.225     1.506    2.0777
     9.260    -2.312    0.5077
    10.219    -1.373    5.3522
     8.750    -0.496    7.0117
     9.726    -0.219   16.4738
     9.963     0.842   11.4983
    10.541     0.388   13.8059
    11.706    -1.802    0.5428
     8.463     1.897    0.6253
     9.915    -0.036   17.5201
     9.830     1.195    7.3539
    10.288     0.378   15.4577
    11.088     0.813    6.4536
    10.156     0.705   12.8897
    11.124     1.413    2.7609
     8.456     0.271    5.2215
     9.579    -0.480   13.9988
     9.455     0.000   15.2664
    10.464    -1.309    5.4488
     9.061    -0.025   11.4557
     9.580     0.400   14.7460
     9.426    -0.156   14.7812
     9.640     0.883   10.3862
     9.929    -0.121   17.3780
     9.657    -0.956    9.4464
    11.461     0.401    5.3887
     8.459     1.421    1.6210
     8.992    -1.441    2.9826
     8.586    -0.399    5.9599
     8.208     1.547    0.8534
     9.499     1.365    5.0772
     9.626     0.204   16.0949
    10.804     0.927    7.5163
    10.925    -1.159    4.9294
     9.181    -0.230   12.2834
     9.542    -0.486   13.7239
     9.830    -0.920   10.2735
    11.402    -1.052    3.2509
     9.559     0.188   15.7354
    10.975     0.753    7.6837
     9.987    -0.867   11.0303
     8.284    -0.356    3.8036
    10.491     0.078   15.4273
     8.369     0.087    4.7359
    11.384     0.620    5.2639
    10.000     0.031   17.5768
    10.438    -0.571   12.9428
    10.064    -0.551   14.4934
    12.324     0.719    0.8374
    10.005    -0.218   17.0402
     9.690     0.165   16.5794
    11.336     0.254    6.8065
     9.755     1.343    5.7754
    11.089    -0.005    9.5639
     9.806    -0.590   13.9088
    10.349     0.601   13.2882
     9.454     0.105   15.1762
     8.772     0.723    6.1561
     9.854    -0.065   17.3768
     8.962     0.051   10.3874
    11.164    -0.338    8.1621
     8.209     1.865    0.4423
    10.180    -1.250    6.5775
    10.028    -0.533   14.7021
    10.923    -1.426    3.2351
     9.905    -1.628    3.4286
     9.589    -0.006   16.2486
     8.650     0.175    7.0733
     8.968    -0.647    8.0543
    10.339     2.513    0.3598
    10.445     0.022   15.8241
    11.206    -0.410    7.5099
     8.813    -0.084    8.7844
     9.167    -0.296   11.8809
    10.528     0.022   15.1825
     8.875     0.884    5.9390
     9.971     0.671   13.4522
    11.626     1.307    1.6347
    10.900     0.181   11.3685
     9.775     0.273   16.4772
     8.573     0.491    5.6175
     9.680    -0.103   16.6529
     9.738     1.265    6.5037
    10.641     0.708   10.5209
    10.021    -0.994    9.5296
     9.669     0.367   15.4572
    11.675    -1.568    0.9281
    10.089    -0.350   16.1748
     8.885    -0.470    8.3349
    10.336     0.651   12.8564
     8.727     1.723    1.3243
     9.313     1.593    3.0283
    10.968    -0.446    9.5721
    11.630     0.135    4.4983
    10.135    -0.641   13.4555
    10.868    -0.229   11.5132
    10.999    -1.908    1.1230
    11.109    -0.294    8.8530
    11.023    -1.256    3.8767
    11.319    -1.072    3.5481
    10.246    -0.017   16.9940
     9.625    -0.720   11.9253
     9.608     0.283   15.6315
    10.966     0.397    9.9174
    10.067     0.927   10.4783
    11.304     0.336    6.9002
    10.219     1.459    4.7425
     9.234     1.542    3.1591
     9.176    -1.354    4.0895
     9.374     1.427    4.2714
     9.633    -0.288   15.6604
     9.342     0.515   12.2166
    11.909     0.412    2.5026
    10.192     0.330   16.1616
    11.335    -0.095    7.0272
     9.991    -0.091   17.4791
    10.584     0.363   13.6170
    10.293     1.164    7.4221
     9.326    -0.998    7.6277
     9.558     0.108   15.9443
     9.857     0.322   16.4212
     9.516     1.371    5.0728
    11.564    -0.871    3.1580
     9.282    -0.666   10.4052
    10.450     1.262    6.0533
    10.845    -1.470    3.2058
     9.557    -0.595   12.8422
    11.070     0.705    7.2662
    10.252     1.577    3.7824
     8.424     0.809    3.5048
     9.395     2.298    0.6033
    10.518     0.871    9.6885
     9.518     0.665   12.1107
     9.794    -0.420   15.4392
     9.462    -0.716   11.1374
     9.904    -0.147   17.2692
    11.153     0.362    8.2447
    10.156    -1.459    4.6640
     8.648    -1.790    0.9994
    10.717     0.440   12.0090
    10.068     1.562    4.0167
     9.618    -0.038   16.4130
    10.047    -0.086   17.4571
     9.845    -0.724   12.5543
     8.141     1.820    0.4323
    10.526    -0.223   14.7119
    11.451     0.073    5.9883
     8.655    -1.286    2.6118
     9.318     0.818    9.4254
    10.543    -0.193   14.6872
     9.696    -0.523   14.1944
     9.002     0.666    8.3173
    10.280    -0.038   16.8163
    12.056     1.200    0.8662
     9.651    -0.998    8.9718
     8.560     0.483    5.5370
     9.848    -1.215    6.9946
     9.700     0.302   16.0093
    10.636     0.297   13.5285
    10.940    -0.254   10.6893
     9.334    -0.573   11.5675
     9.651     1.132    7.6992
     9.624     0.376   15.1646
     9.637    -0.945    9.5059
    10.157    -1.024    9.0477
    10.176    -2.291    0.6873
     9.619     0.038   16.4276
     7.825     0.350    1.5827
    10.608     0.001   14.4885
     9.881    -0.511   14.8426
     9.314     0.453   12.4277
    10.719     2.338    0.4903
     9.563    -2.079    1.1308
     8.823    -0.102    8.8736
     9.555     1.168    7.0561
    10.948     0.585    9.0290
     7.145     1.360    0.1016
    10.033    -1.533    4.1270
     8.674    -1.633    1.4387
    11.206     1.096    4.0554
    10.233     0.058   17.0278
    10.584    -0.056   14.6685
     9.916    -0.332   16.3467
    10.023    -0.434   15.6010
    10.832     0.160   12.1178
     9.613     1.336    5.5935
     9.265    -0.216   13.1495
     9.571    -1.403    4.7958
    11.345    -1.122    3.2030
    10.608     0.116   14.3902
