    -1.976     3.415     2.494
    -1.981     1.467     2.599
    -2.571     1.441     1.199
    -2.474    -0.537     1.575
    -2.531     0.508     1.352
    -1.883     3.378     2.706
    -2.465     0.693     1.498
    -2.312     2.021     1.745
    -2.513     1.080     1.353
    -2.410    -0.572     1.708
    -2.129     0.835     2.273
    -2.258     0.167     2.033
    -3.064    -3.941     0.386
    -1.825     1.720     2.970
    -2.327    -0.472     1.910
    -2.109     0.146     2.381
    -2.057    -1.056     2.594
    -1.852     1.466     2.898
    -1.994     1.025     2.595
    -1.831     2.756     2.882
    -2.650    -1.014     1.193
    -1.638     2.107     3.373
    -1.851     1.619     2.902
    -2.452    -0.621     1.617
    -2.326     1.233     1.791
    -2.300     0.355     1.919
    -2.557     0.143     1.315
    -1.843     2.480     2.860
    -1.719     2.534     3.148
    -2.485    -0.817     1.549
    -1.461     3.836     3.676
    -2.172     0.318     2.204
    -2.071     2.222     2.346
    -2.620     0.286     1.161
    -2.161     0.680     2.225
    -2.180     3.218     2.002
    -2.246     0.870     2.016
    -1.960     1.941     2.608
    -1.675     1.552     3.338
    -2.047     0.945     2.466
    -2.178     1.629     2.113
    -2.133     3.086     2.138
    -2.054     1.554     2.387
    -2.220     2.871     1.936
    -2.430    -1.520     1.730
    -2.320     2.187     1.748
    -2.169     1.511     2.140
    -2.483    -0.344     1.533
    -2.035     1.500     2.454
    -1.897     1.534     2.800
    -2.013     2.162     2.489
    -1.521     3.387     3.546
    -2.217     1.189     2.057
    -2.906    -0.667     0.546
    -1.966     1.835     2.591
    -2.366     0.217     1.774
    -2.702    -0.595     1.036
    -1.684     3.003     3.192
    -2.153     1.680     2.174
    -2.100     0.868     2.366
    -2.918     1.607     0.379
    -1.812     2.634     2.950
    -2.741     2.136     0.726
    -1.580     2.362     3.493
    -2.415     1.672     1.544
    -1.949     0.912     2.722
    -1.819     3.023     2.885
    -2.247     0.705     2.020
    -2.162     0.863     2.224
    -2.081     3.377     2.239
    -1.579     2.938     3.468
    -2.401     0.333     1.679
    -2.353     1.433     1.720
    -1.433     2.966     3.789
    -2.238     0.925     2.046
    -2.474     1.776     1.391
    -2.045     2.617     2.355
    -2.732    -1.246     0.997
    -1.376     2.097     3.959
    -2.094     0.848     2.365
    -2.294     1.698     1.853
    -1.936     2.500     2.653
    -1.649     2.808     3.297
    -1.396     4.892     3.754
    -1.968     2.021     2.602
    -2.571    -0.007     1.300
    -2.332     2.251     1.707
    -2.597    -0.760     1.268
    -2.337     0.626     1.807
    -2.237     1.371     1.998
    -2.142     1.693     2.179
    -2.317    -1.047     1.965
    -1.927     1.664     2.727
    -2.437     0.074     1.616
    -1.556     2.955     3.503
    -1.893     1.894     2.767
    -1.451     3.380     3.736
    -2.496     2.763     1.263
    -1.832     2.410     2.896
    -1.957     2.465     2.576
    -1.786     1.932     3.031
    -2.076     1.730     2.354
    -2.234     2.017     1.964
    -1.758     3.671     2.991
    -2.527    -0.627     1.460
    -1.977     1.499     2.614
    -2.633    -1.819     1.278
    -2.167     1.549     2.159
    -1.890     2.892     2.709
    -2.574    -0.027     1.298
    -1.954     3.270     2.525
    -2.036    -0.332     2.588
    -2.355     0.606     1.767
    -2.159     0.437     2.251
    -2.199     2.243     2.024
    -1.399     1.641     3.973
    -2.172     1.662     2.129
    -1.834     3.188     2.842
    -2.357     0.016     1.815
    -1.313     3.693     4.048
    -1.873     1.938     2.827
    -2.838    -1.427     0.754
    -2.244     0.063     2.074
    -1.806     2.554     2.949
    -1.674     1.600     3.327
    -2.476    -1.156     1.588
    -2.232     1.109     2.035
    -1.571     2.230     3.548
