   -10.000   -10.000    0.0000
   -10.000    -9.000    0.0000
   -10.000    -8.000    0.0000
   -10.000    -7.000    0.0000
   -10.000    -6.000    0.0000
   -10.000    -5.000    0.0000
   -10.000    -4.000    0.0000
   -10.000    -3.000    0.0000
   -10.000    -2.000    0.0000
   -10.000    -1.000    0.0000
   -10.000     0.000    0.0000
   -10.000     1.000    0.0000
   -10.000     2.000    0.0000
   -10.000     3.000    0.0000
   -10.000     4.000    0.0000
   -10.000     5.000    0.0000
   -10.000     6.000    0.0000
   -10.000     7.000    0.0000
   -10.000     8.000    0.0000
   -10.000     9.000    0.0000
    -9.000   -10.000    0.0000
    -9.000    -9.000    0.0000
    -9.000    -8.000    0.0000
    -9.000    -7.000    0.0000
    -9.000    -6.000    0.0000
    -9.000    -5.000    0.0000
    -9.000    -4.000    0.0000
    -9.000    -3.000    0.0000
    -9.000    -2.000    0.0000
    -9.000    -1.000    0.0000
    -9.000     0.000    0.0000
    -9.000     1.000    0.0000
    -9.000     2.000    0.0000
    -9.000     3.000    0.0000
    -9.000     4.000    0.0000
    -9.000     5.000    0.0000
    -9.000     6.000    0.0000
    -9.000     7.000    0.0000
    -9.000     8.000    0.0000
    -9.000     9.000    0.0000
    -8.000   -10.000    0.0000
    -8.000    -9.000    0.0000
    -8.000    -8.000    0.0000
    -8.000    -7.000    0.0000
    -8.000    -6.000    0.0000
    -8.000    -5.000    0.0000
    -8.000    -4.000    0.0000
    -8.000    -3.000    0.0000
    -8.000    -2.000    0.0000
    -8.000    -1.000    0.0000
    -8.000     0.000    0.0000
    -8.000     1.000    0.0000
    -8.000     2.000    0.0000
    -8.000     3.000    0.0000
    -8.000     4.000    0.0000
    -8.000     5.000    0.0000
    -8.000     6.000    0.0000
    -8.000     7.000    0.0000
    -8.000     8.000    0.0000
    -8.000     9.000    0.0000
    -7.000   -10.000    0.0000
    -7.000    -9.000    0.0000
    -7.000    -8.000    0.0000
    -7.000    -7.000    0.0000
    -7.000    -6.000    0.0000
    -7.000    -5.000    0.0000
    -7.000    -4.000    0.0000
    -7.000    -3.000    0.0000
    -7.000    -2.000    0.0000
    -7.000    -1.000    0.0000
    -7.000     0.000    0.0000
    -7.000     1.000    0.0000
    -7.000     2.000    0.0000
    -7.000     3.000    0.0000
    -7.000     4.000    0.0000
    -7.000     5.000    0.0000
    -7.000     6.000    0.0000
    -7.000     7.000    0.0000
    -7.000     8.000    0.0000
    -7.000     9.000    0.0000
    -6.000   -10.000    0.0000
    -6.000    -9.000    0.0000
    -6.000    -8.000    0.0000
    -6.000    -7.000    0.0000
    -6.000    -6.000    0.0000
    -6.000    -5.000    0.0000
    -6.000    -4.000    0.0000
    -6.000    -3.000    0.0000
    -6.000    -2.000    0.0000
    -6.000    -1.000    0.0000
    -6.000     0.000    0.0000
    -6.000     1.000    0.0000
    -6.000     2.000    0.0000
    -6.000     3.000    0.0000
    -6.000     4.000    0.0000
    -6.000     5.000    0.0000
    -6.000     6.000    0.0000
    -6.000     7.000    0.0000
    -6.000     8.000    0.0000
    -6.000     9.000    0.0000
    -5.000   -10.000    0.0000
    -5.000    -9.000    0.0000
    -5.000    -8.000    0.0000
    -5.000    -7.000    0.0000
    -5.000    -6.000    0.0000
    -5.000    -5.000    0.0000
    -5.000    -4.000    0.0000
    -5.000    -3.000    0.0000
    -5.000    -2.000    0.0000
    -5.000    -1.000    0.0000
    -5.000     0.000    0.0000
    -5.000     1.000    0.0000
    -5.000     2.000    0.0000
    -5.000     3.000    0.0000
    -5.000     4.000    0.0000
    -5.000     5.000    0.0000
    -5.000     6.000    0.0000
    -5.000     7.000    0.0000
    -5.000     8.000    0.0000
    -5.000     9.000    0.0000
    -4.000   -10.000    0.0000
    -4.000    -9.000    0.0000
    -4.000    -8.000    0.0000
    -4.000    -7.000    0.0000
    -4.000    -6.000    0.0000
    -4.000    -5.000    0.0000
    -4.000    -4.000    0.0000
    -4.000    -3.000    0.0000
    -4.000    -2.000    0.0004
    -4.000    -1.000    0.0016
    -4.000     0.000    0.0027
    -4.000     1.000    0.0016
    -4.000     2.000    0.0004
    -4.000     3.000    0.0000
    -4.000     4.000    0.0000
    -4.000     5.000    0.0000
    -4.000     6.000    0.0000
    -4.000     7.000    0.0000
    -4.000     8.000    0.0000
    -4.000     9.000    0.0000
    -3.000   -10.000    0.0000
    -3.000    -9.000    0.0000
    -3.000    -8.000    0.0000
    -3.000    -7.000    0.0000
    -3.000    -6.000    0.0000
    -3.000    -5.000    0.0000
    -3.000    -4.000    0.0000
    -3.000    -3.000    0.0010
    -3.000    -2.000    0.0120
    -3.000    -1.000    0.0536
    -3.000     0.000    0.0884
    -3.000     1.000    0.0536
    -3.000     2.000    0.0120
    -3.000     3.000    0.0010
    -3.000     4.000    0.0000
    -3.000     5.000    0.0000
    -3.000     6.000    0.0000
