   1.0263364e+00   2.4722503e-01
  -6.7831119e-01   1.3291421e+00
   7.2115470e-01   7.4891663e-01
   1.7444664e-01   1.3814452e-01
   1.1746282e+00   2.7162120e-01
  -1.8261865e-01  -8.8685185e-01
   1.4123675e+00   5.8365277e-01
  -1.7061368e-01  -2.1652702e-01
   1.1266135e+00   1.1716634e+00
   3.5910045e-01  -8.2432261e-01
  -1.3282145e+00  -1.2834216e+00
   9.8162779e-01  -4.8086762e-01
  -2.1237579e-01  -1.9074545e-01
   9.7328606e-01   1.0414083e+00
  -1.8209534e+00  -9.9196299e-01
  -3.7632649e-01   5.1848728e-01
   1.5529298e+00  -8.0774162e-01
  -3.3963201e-01   4.0089570e-01
   6.5723628e-02   6.4583438e-02
   3.6099022e-01   5.5194773e-01
   4.0286946e-01   1.7310501e+00
   3.9435792e-01  -2.2670007e-01
  -2.7679655e-01   2.5556474e+00
  -2.9954431e-01  -4.9227146e-01
  -5.7538543e-01  -1.3345371e-01
  -8.6339707e-01  -1.6898489e+00
   3.7998267e-02  -2.9660785e-01
  -1.3414425e+00  -1.1174755e-01
  -4.1685054e-01   1.0893321e+00
   2.0141430e+00   1.0090283e+00
   3.1864183e-01   3.9056226e-01
  -3.9604997e-01   6.0153322e-01
   9.5958170e-01   1.2537112e-01
  -1.2514293e+00  -1.6570639e+00
  -5.0776357e-01  -1.3061881e+00
   7.4360318e-02   1.2171344e+00
  -2.2023978e-02   1.5268622e-01
  -1.0399172e+00   1.8352102e+00
   4.6568997e-01   7.5281625e-01
  -1.1556573e+00  -6.9740517e-01
  -5.5694661e-02  -1.4609806e+00
  -9.1989356e-01   8.4169700e-01
   1.6218007e-01   1.8028999e-01
   1.1730839e+00   9.1310343e-01
   9.9277194e-01   2.6315835e-01
  -6.2293590e-01   6.2524342e-01
   4.6963304e-01   6.3682786e-02
   3.8534595e-01   6.7692757e-01
  -8.1223243e-01  -1.8620915e+00
   6.1109127e-01  -1.5591674e+00
  -1.0615652e-01  -2.0032668e-01
  -1.4715627e+00   1.2095807e-01
   7.6873825e-01  -8.6865817e-01
  -1.6101847e+00   1.2368587e+00
   1.1940793e+00   1.0302087e+00
  -4.3149505e-01   9.5577567e-01
   1.6782045e-01   2.1616775e-01
   1.6928083e+00  -4.2674212e-01
  -4.9566045e-02  -1.2227513e-01
   7.4299792e-01   4.2268764e-01
  -7.3336869e-01  -3.6701111e-02
